12/8/2015,9:22:47,YJ5108K01,PK-X0076,1024000218
12/8/2015,9:24:31,YJ5108K01,PK-X0077,1024000219
12/8/2015,9:26:39,YJ5108K01,PK-X0078,1024000220
12/8/2015,9:28:41,YJ5108K01,PK-X0079,1024000221
12/8/2015,9:31:06,YJ5108K01,PK-X0080,1024000222
12/8/2015,9:33:26,YJ5108K01,PK-X0081,1024000223
12/8/2015,9:34:57,YJ5108K01,PK-X0082,1024000224
12/8/2015,9:36:33,YJ5108K01,PK-X0083,1024000225
12/8/2015,9:38:42,YJ5108K01,PK-X0084,1024000226
12/8/2015,9:40:25,YJ5108K01,PK-X0085,1024000227
12/8/2015,9:42:35,YJ5108K01,PK-X0086,1024000228
12/8/2015,9:44:20,YJ5108K01,PK-X0087,1024000229
12/8/2015,9:47:36,YJ5108K01,PK-X0088,1024000230
12/8/2015,9:48:47,YJ5108K01,PK-X0089,1024000231
12/8/2015,9:50:04,YJ5108K01,PK-X0090,1024000232
12/8/2015,9:52:18,YJ5108K01,PK-X0091,1024000233
12/8/2015,9:59:33,YJ5108K01,PK-X0092,1024000234
12/8/2015,10:03:56,YJ5108K01,PK-X0093,1024000235
12/8/2015,10:06:35,YJ5108K01,PK-X0094,1024000236
12/8/2015,10:19:56,YJ5108K01,PK-X0095,1024000237
12/8/2015,10:23:22,YJ5108K01,PK-X0096,1024000238
12/8/2015,10:26:01,YJ5108K01,PK-X0097,1024000239
12/8/2015,10:29:09,YJ5108K01,PK-X0098,1024000240
12/8/2015,10:32:35,YJ5108K01,PK-X0099,1024000241
12/8/2015,10:34:23,YJ5108K01,PK-X0100,1024000242
12/8/2015,10:36:35,YJ5108K01,PK-X0101,1024000243
12/8/2015,10:39:34,YJ5108K01,PK-X0102,1024000244
12/8/2015,10:44:53,YJ5108K01,PK-X0103,1024000245
12/8/2015,10:46:27,YJ5108K01,PK-X0104,1024000246
12/8/2015,10:48:48,YJ5108K01,PK-X0105,1024000247
12/8/2015,10:50:14,YJ5108K01,PK-X0106,1024000248
12/8/2015,10:53:38,YJ5108K01,PK-X0107,1024000249
12/8/2015,10:55:24,YJ5108K01,PK-X0108,1024000250
12/8/2015,10:56:59,YJ5108K01,PK-X0109,1024000251
12/8/2015,10:59:56,YJ5108K01,PK-X0110,1024000252
12/8/2015,11:02:40,YJ5108K01,PK-X0111,1024000253
12/8/2015,11:05:15,YJ5108K01,PK-X0112,1024000254
12/8/2015,11:07:13,YJ5108K01,PK-X0113,1024000255
12/8/2015,11:09:20,YJ5108K01,PK-X0114,1024000256
12/8/2015,11:11:17,YJ5108K01,PK-X0115,1024000257
12/8/2015,11:12:47,YJ5108K01,PK-X0116,1024000258
12/8/2015,11:14:22,YJ5108K01,PK-X0117,1024000259
12/8/2015,11:16:57,YJ5108K01,PK-X0118,1024000260
12/8/2015,11:18:48,YJ5108K01,PK-X0119,1024000261
12/8/2015,11:21:49,YJ5108K01,PK-X0120,1024000262
12/8/2015,11:24:02,YJ5108K01,PK-X0121,1024000263
12/8/2015,12:53:14,YJ5108K02,PK-X0006,1024073407
12/8/2015,12:55:14,YJ5108K02,PK-X0007,1024073408
12/8/2015,12:57:33,YJ5108K02,PK-X0008,1024073409
12/8/2015,13:01:05,YJ5108K02,PK-X0009,1024073410
12/8/2015,13:04:01,YJ5108K02,PK-X0010,1024073411
12/8/2015,13:05:39,YJ5108K02,PK-X0011,1024073412
12/8/2015,13:07:30,YJ5108K02,PK-X0012,1024073413
12/8/2015,13:10:10,YJ5108K02,PK-X0013,1024073414
12/8/2015,13:14:55,YJ5108K02,PK-X0014,1024073415
12/8/2015,13:16:32,YJ5108K02,PK-X0015,1024073416
12/8/2015,13:18:22,YJ5108K02,PK-X0016,1024073417
12/8/2015,13:20:50,YJ5108K02,PK-X0017,1024073418
12/8/2015,13:22:42,YJ5108K02,PK-X0018,1024073419
12/8/2015,13:24:58,YJ5108K02,PK-X0019,1024073420
12/8/2015,13:26:43,YJ5108K02,PK-X0020,1024073421
12/8/2015,13:29:08,YJ5108K02,PK-X0021,1024073422
12/8/2015,13:31:06,YJ5108K02,PK-X0022,1024073423
12/8/2015,13:34:40,YJ5108K02,PK-X0023,1024073424
12/8/2015,13:36:03,YJ5108K02,PK-X0024,1024073425
12/8/2015,13:37:49,YJ5108K02,PK-X0025,1024073426
12/8/2015,13:40:15,YJ5108K02,PK-X0026,1024073427
12/8/2015,13:46:31,YJ5108K02,PK-X0027,1024073428
12/8/2015,13:48:44,YJ5108K02,PK-X0028,1024073429
12/8/2015,13:51:49,YJ5108K02,PK-X0029,1024073430
12/8/2015,13:57:03,YJ5108K02,PK-X0030,1024073431
12/8/2015,13:59:11,YJ5108K02,PK-X0031,1024073432
12/8/2015,14:02:55,YJ5108K02,PK-X0032,1024073433
12/8/2015,14:04:33,YJ5108K02,PK-X0033,1024073434
12/8/2015,14:06:07,YJ5108K02,PK-X0034,1024073435
12/8/2015,14:09:28,YJ5108K02,PK-X0035,1024073436
12/8/2015,14:12:01,YJ5108K02,PK-X0036,1024073437
12/8/2015,14:15:54,YJ5108K02,PK-X0037,1024073438
12/8/2015,14:21:28,YJ5108K02,PK-X0038,1024073439
12/8/2015,14:42:17,YJ5108K02,PK-X0039,1024073440
12/8/2015,14:43:58,YJ5108K02,PK-X0040,1024073441
12/8/2015,14:47:21,YJ5108K02,PK-X0041,1024073442
12/8/2015,14:49:33,YJ5108K02,PK-X0042,1024073443
12/8/2015,14:51:14,YJ5108K02,PK-X0043,1024073444
12/8/2015,14:55:53,YJ5108K02,PK-X0045,1024073446
12/8/2015,15:26:02,YJ5108K02,PK-X0046,1024073447
12/8/2015,19:21:00,YJ5108E01,PE-X0012,1024069788
12/8/2015,19:25:51,YJ5108E01,PE-X0013,1024069789
12/8/2015,19:29:34,YJ5108E01,PE-X0014,1024069790
12/8/2015,19:31:59,YJ5108E01,PE-X0015,1024069791
12/8/2015,19:35:12,YJ5108E01,PE-X0016,1024069792
12/8/2015,19:37:09,YJ5108E01,PE-X0017,1024069793
12/8/2015,19:39:16,YJ5108E01,PE-X0018,1024069794
12/8/2015,19:45:16,YJ5108E01,PE-X0019,1024069795
12/8/2015,19:48:38,YJ5108E01,PE-X0020,1024069796
12/8/2015,19:50:45,YJ5108E01,PE-X0021,1024069797
12/8/2015,19:53:03,YJ5108E01,PE-X0022,1024069798
12/8/2015,19:55:05,YJ5108E01,PE-X0023,1024069799
12/8/2015,19:57:59,YJ5108E01,PE-X0024,1024069800
12/8/2015,20:00:48,YJ5108E01,PE-X0025,1024069801
12/8/2015,20:03:44,YJ5108E01,PE-X0026,1024069802
12/8/2015,20:05:56,YJ5108E01,PE-X0027,1024069803
12/8/2015,20:09:06,YJ5108E01,PE-X0028,1024069804
12/8/2015,20:11:35,YJ5108E01,PE-X0029,1024069805
12/8/2015,20:13:57,YJ5108E01,PE-X0030,1024069806
12/8/2015,20:17:06,YJ5108E01,PE-X0031,1024069807
12/8/2015,20:20:21,YJ5108E01,PE-X0032,1024069808
12/8/2015,20:23:26,YJ5108E01,PE-X0033,1024069809
12/8/2015,20:25:05,YJ5108E01,PE-X0034,1024069810
12/8/2015,20:28:34,YJ5108E01,PE-X0035,1024069811
12/8/2015,20:30:46,YJ5108E01,PE-X0036,1024069812
12/8/2015,20:33:40,YJ5108E01,PE-X0037,1024069813
12/8/2015,20:35:56,YJ5108E01,PE-X0038,1024069814
12/8/2015,20:38:20,YJ5108E01,PE-X0039,1024069815
12/8/2015,20:40:44,YJ5108E01,PE-X0040,1024069816
12/8/2015,20:42:55,YJ5108E01,PE-X0041,1024069817
12/8/2015,20:44:49,YJ5108E01,PE-X0042,1024069818
12/8/2015,20:47:45,YJ5108E01,PE-X0043,1024069819
12/8/2015,21:03:55,YJ5108E01,PE-X0044,1024069820
12/8/2015,21:05:28,YJ5108E01,PE-X0045,1024069821
12/8/2015,21:06:59,YJ5108E01,PE-X0046,1024069822
12/8/2015,21:08:30,YJ5108E01,PE-X0047,1024069823
12/8/2015,21:09:57,YJ5108E01,PE-X0048,1024069824
12/8/2015,21:11:46,YJ5108E01,PE-X0049,1024069825
12/8/2015,21:13:35,YJ5108E01,PE-X0050,1024069826
12/8/2015,21:17:05,YJ5108E01,PE-X0051,1024069827
12/8/2015,21:18:42,YJ5108E01,PE-X0052,1024069828
12/8/2015,21:20:39,YJ5108E01,PE-X0053,1024069829
12/8/2015,21:22:52,YJ5108E01,PE-X0054,1024069830
12/8/2015,21:25:01,YJ5108E01,PE-X0055,1024069831
12/8/2015,21:28:18,YJ5108E01,PE-X0056,1024069832
12/8/2015,21:30:54,YJ5108E01,PE-X0057,1024069833
12/8/2015,21:34:14,YJ5108E01,PE-X0058,1024069834
12/8/2015,21:35:56,YJ5108E01,PE-X0059,1024069835
12/8/2015,21:39:05,YJ5108E01,PE-X0060,1024069836
12/8/2015,21:40:41,YJ5108E01,PE-X0061,1024069837
12/8/2015,21:49:03,YJ5108X01,PX-X0051,1024108562
12/8/2015,21:52:18,YJ5108X01,PX-X0052,1024108563
12/8/2015,21:53:34,YJ5108X01,PX-X0053,1024108564
12/8/2015,21:55:38,YJ5108X01,PX-X0054,1024108565
12/8/2015,21:57:33,YJ5108X01,PX-X0055,1024108566
12/8/2015,21:59:32,YJ5108X01,PX-X0056,1024108567
12/8/2015,22:01:01,YJ5108X01,PX-X0057,1024108568
12/8/2015,22:03:49,YJ5108X01,PX-X0058,1024108569
12/8/2015,22:05:54,YJ5108X01,PX-X0059,1024108570
12/8/2015,22:07:41,YJ5108X01,PX-X0060,1024108571
12/8/2015,23:18:05,YJ5108R01,PR-X0001,1024108572
